id,neighborhood,club_vibes,music_genres
ChIJ9y3B8ZNZwokR3WxwIDDjtk0,Greenwich Village,Divey;Fratty,Rock/Indie;Throwbacks/80s-90s
ChIJL0D4jJNZwokRWQTfTBLjlvw,West Village,Loungey;Upscale,Rock/Indie;Jazz/Blues
ChIJjZlBgJNZwokRVeIhxDdROqw,West Village,Loungey;Live Music,Jazz/Blues;Live Music
ChIJv7sNIjZZwokRH7PA_s4XTpI,Greenwich Village,Loungey;Live Music,Jazz/Blues;Live Music
ChIJMXyIpYpZwokR34KDxt5BROI,West Village,Dancey;Loungey,Top 40/Pop;House/EDM
ChIJkdFGdJNZwokRY_FA1UjcHGI,West Village,Loungey;Upscale,Top 40/Pop;Throwbacks/80s-90s
ChIJHUufNvVZwokRaO5ke5RQ46c,West Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJJ03jBS5ZwokRUoEV4o082tU,West Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJ1VhVNalZwokRaEDR4BORVlE,West Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJs_OVa_1ZwokRUrAs7Kk0pkw,West Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJ49KsB19ZwokR8VwrMbECQr8,West Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJiyiwQFdZwokR7rsRrrchLJk,West Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJmxdtzRtZwokRnJayLoUtg5g,West Village,Dancey;Loungey,Disco/Funk;Top 40/Pop
ChIJKdQ7HQBZwokR3MmBqFd0I9Y,West Village,Divey;Loungey,Rock/Indie;Top 40/Pop
ChIJMZwTwIZZwokRbGe13N3omtU,West Village,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJtyy2FwBZwokRx4giTwuUbxg,SoHo,Loungey;Upscale,Disco/Funk;Top 40/Pop
ChIJbfTV15NZwokRSeNM676BEZI,Greenwich Village,Loungey;Live Music,Jazz/Blues;Live Music
ChIJSdxe1JZZwokR7yjbqD8Fydc,Greenwich Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJja0-KpdZwokRuOHSWneCBxE,West Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJ4_MONJFZwokRzfxEX_oc-eg,Greenwich Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJPxCEeZFZwokRzk5UghlXZWU,Greenwich Village,Loungey;Rooftop/Outdoor,Jazz/Blues;Chill/Lo-fi
ChIJzyLfYZFZwokRxNX_OjJLoRM,Greenwich Village,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJPxCEeZFZwokRFI8chYojzr0,Greenwich Village,Loungey,Jazz/Blues;Live Music
ChIJdwhxKZdZwokR8Ulvi1f8-2Y,Greenwich Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJn2fZe5FZwokRTrERqw7K9lA,Greenwich Village,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJRa-Q2PdZwokRwCdyxw9rOqg,Greenwich Village,Divey;Loungey,Rock/Indie;Jazz/Blues
ChIJ27CKRHdZwokRAMnhRQri-bU,Greenwich Village,Loungey;Upscale,Chill/Lo-fi;Jazz/Blues
ChIJeb6z-JlZwokRiZa4J1J0aGk,Greenwich Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJh4jF_ZlZwokRWwOOOHh2Dj4,Greenwich Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJgXkty5BZwokRMax9voKdLPM,Greenwich Village,Loungey,Chill/Lo-fi
ChIJLd2DMZdZwokRY5LAZWu5fBw,Greenwich Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJVVVlQ6NZwokRTBtqzubLQuw,Greenwich Village,Loungey;Upscale,Top 40/Pop;House/EDM
ChIJx6GSY05ZwokR9PZ5layI6QA,Greenwich Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJL_NcKb1ZwokR1DgbX3uNjDc,Greenwich Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJ74XgwZlZwokRsIJX2ywmd3s,Greenwich Village,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJybOUCJlZwokRxiXBjbhX-iA,Greenwich Village,Loungey;Upscale,Top 40/Pop;Jazz/Blues
ChIJWTaKip9ZwokRchhjk764TNo,Williamsburg,Divey;Live Music,Rock/Indie;Jazz/Blues
ChIJ7283wZ5ZwokRkogBZ_-wRuE,East Village,Loungey;Divey,Top 40/Pop;Rock/Indie
ChIJ5dru_nVZwokRarWwk6cjQZk,East Village,Loungey,Jazz/Blues;Chill/Lo-fi
ChIJwauOVwlZwokRMlP1mSceNDA,East Village,Loungey;Upscale,Disco/Funk;Top 40/Pop
ChIJ-1HxQCdZwokRLHj8Dl1rVOo,East Village,Rooftop/Outdoor;Loungey,Top 40/Pop;House/EDM
ChIJizkDs1BZwokRds1dBjNmGuQ,East Village,Loungey;Divey,Rock/Indie;Chill/Lo-fi
ChIJWbZHxshZwokR3Qo33AqEtuA,East Village,Upscale;Loungey,Top 40/Pop;Jazz/Blues
ChIJ5y2ZfyFZwokR9eaRdCEQYl0,East Village,Loungey;Upscale,Chill/Lo-fi;Top 40/Pop
ChIJe_bdIplZwokRuZ0RROKm6S8,East Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJNTwsIplZwokRm9QGO7cx-DU,East Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJgTquPdBZwokROLWpEDTUTh0,East Village,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJZ1fMFZ5ZwokRkYrV85CZorY,East Village,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJ7buqpp1ZwokRk-t076OO99E,East Village,Divey;Fratty,Rock/Indie;Throwbacks/80s-90s
ChIJbU-JV55ZwokRRgid16uv0jA,East Village,Divey;Dancey,Disco/Funk;Throwbacks/80s-90s
ChIJMbSU-Z5ZwokR3-m6TX-z8uQ,East Village,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJY7FAUJ5ZwokRQvbvk2eaJIE,East Village,Loungey;Divey,Rock/Indie;Chill/Lo-fi
ChIJhWlDeZ5ZwokR5YuYyGZR1MA,East Village,Divey,Rock/Indie
ChIJm_QvKpxZwokRN6LeL2GJeIY,East Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJD28DfJ5ZwokRpyv9AXrO6no,East Village,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJK_fdFvlZwokRHMrtpqdfopM,East Village,Loungey;Divey,Top 40/Pop;Hip-Hop/Rap
ChIJ4erQS9dZwokRRAK6XSV74sg,East Village,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJmX3EiBBZwokRCz5O-6__5E0,East Village,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJC14NpOVZwokRvh01cwbXM5U,East Village,Loungey;Divey,Rock/Indie;Top 40/Pop
ChIJRTmXAgBZwokReZOQdejqj9k,East Village,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJbYO6inVZwokRdJFKZFGP_l8,East Village,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJaeFdrtdZwokRMn3DrPKdAVc,East Village,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJfelAXhVZwokRphnsZ_Or_o8,Greenpoint,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJ0yWIjD9ZwokR2Vib1YDIIjo,Greenpoint,Divey;Loungey,Rock/Indie;Jazz/Blues
ChIJ_Y2pdEBZwokRpicoQGSBN8o,Greenpoint,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJt0St3GZZwokRGWveiaIisFw,Greenpoint,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJKVTUZ3ZZwokRC0Zm7A4CmBY,Greenpoint,Loungey;Divey,Rock/Indie;Chill/Lo-fi
ChIJw1-WqEBZwokRtF7X6jq_11A,Greenpoint,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJTUmBz7JZwokRghbYmUvFBVQ,Greenpoint,Loungey;Upscale,Chill/Lo-fi;Jazz/Blues
ChIJwfoMV6dZwokR4zOvvztKp4w,Greenpoint,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJjY7y6ZJZwokRXF5CA_X4l-I,West Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJ5X5PM-1ZwokRqc7NcYmU65M,West Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJkYlCnpJZwokRuQzFWh0dgRE,Greenwich Village,Loungey;Rooftop/Outdoor,Top 40/Pop;Rock/Indie
ChIJfeW5nZJZwokRxFwjLpeBhrk,Greenwich Village,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJOcWh7JJZwokRFTcYcqWcm_E,Greenwich Village,Loungey,Chill/Lo-fi
ChIJlbeHNO1ZwokRMmA4nr55vBw,West Village,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJxTvKX41ZwokRT53xgEZGScI,Greenwich Village,Live Music;Loungey,Latin/Reggaeton;Live Music
ChIJQblHMApZwokRVkO7pCUW04s,West Village,Loungey;Divey,Jazz/Blues;Rock/Indie
ChIJqYfcXz5ZwokRBU0xHJdmJBk,West Village,Divey;Fratty,Rock/Indie;Top 40/Pop
ChIJ1ViUYqtZwokRKuml4U6LlIA,West Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJZ9_Q8pJZwokRNgf0n3Ledmw,West Village,Loungey;Upscale,Top 40/Pop;Chill/Lo-fi
ChIJv8mfNetZwokRB7K2jVnQTVg,West Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJValK9JJZwokRuWsMUxsoE-E,West Village,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJjz4VKJJZwokROQSktDtYo9k,Greenwich Village,Divey;Fratty,Top 40/Pop;Throwbacks/80s-90s
ChIJdTlCDJJZwokRsWk0mTd4oV8,Greenwich Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJUw68EZJZwokRJ15RD_T4OTw,Greenwich Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJTZi5KJJZwokRyN39w3qO88s,Greenwich Village,Live Music;Divey,Rock/Indie;Live Music
ChIJKY_bJ5JZwokRhFfEO7KDagI,Greenwich Village,Loungey,Live Music;Jazz/Blues
ChIJjRH1HZRZwokRCnkilVd-0iE,Greenwich Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJp7R4-5JZwokRS3nnFAgJwJg,West Village,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJ5fF_9ZJZwokRvdVUZVpa2_I,West Village,Divey,Rock/Indie
ChIJm5D0G5JZwokRv3D9O8bWAp4,Greenwich Village,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJeQcZlpFZwokRjoemq-_w9QA,Greenwich Village,Loungey;Upscale,Jazz/Blues;Throwbacks/80s-90s
ChIJebeXnYRZwokRRFXk3Mc8Gjw,West Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJw5z5Ps5ZwokRoYFyWOKzbJQ,West Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJQ6VSwDFZwokRsMwSkPFU570,West Village,Loungey;Upscale,Chill/Lo-fi;Jazz/Blues
ChIJqWMxY5JZwokRCfB8Bnw-9Mg,Greenwich Village,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJO_Nbh4lZwokR1-EspAqsGLM,West Village,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJU3gRuXpZwokRihNyTYLnc1g,Greenwich Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJFXVNUJxZwokRDhvP51t1PFQ,Greenwich Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJgx_u75FZwokRy5YwN6K5IG4,Greenwich Village,Live Music;Loungey,Live Music;Rock/Indie;Jazz/Blues
ChIJQR0PKpJZwokRPrkfN3MgH4c,Greenwich Village,Live Music;Loungey,Rock/Indie;Jazz/Blues
ChIJ57MmsJFZwokRpjsY3y4xzdg,Greenwich Village,Loungey;Upscale,Jazz/Blues;Live Music;Throwbacks/80s-90s
ChIJ1ZCho5FZwokR_5EsRjuyqic,Greenwich Village,Loungey;Divey,Top 40/Pop;Rock/Indie
ChIJP-ez6JFZwokRmE9GgYPsvUA,Greenwich Village,Live Music;Divey,Rock/Indie;Live Music
ChIJO6pbvpFZwokRdS9IOor-vjA,Greenwich Village,Loungey;Live Music,Latin/Reggaeton;Jazz/Blues
ChIJ2_SB6JFZwokRZgw66Hc7kSE,Greenwich Village,Divey;Live Music,Rock/Indie;Throwbacks/80s-90s
ChIJ3xC4upFZwokR3KRRvP6Yz60,Greenwich Village,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJhWUUopFZwokR-uGjV8FCLNQ,Greenwich Village,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJ__Ry6ZFZwokRge73vP_ViGI,Greenwich Village,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJA31e3ZFZwokR_4EFUNEvAQ0,Greenwich Village,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJsU0rhJFZwokRmUJmeDamSLo,Greenwich Village,Divey;Loungey,Rock/Indie;Jazz/Blues
ChIJ5ais55FZwokR78b9lEBgVz4,Greenwich Village,Loungey,Jazz/Blues;Live Music
ChIJtdLanpFZwokR31y0jfXWuuI,Greenwich Village,Loungey,Chill/Lo-fi;Jazz/Blues
ChIJmzPYgJFZwokRUX8NSi3feBk,Greenwich Village,Loungey,Jazz/Blues;Chill/Lo-fi
ChIJkUHgeJFZwokRQXNa_wrBAqA,Greenwich Village,Live Music;Loungey,Live Music;Jazz/Blues;Rock/Indie
ChIJLbpJopFZwokRLqIadMHGxLs,Greenwich Village,Loungey;Live Music,Jazz/Blues;Live Music
ChIJvz4F1JNZwokRN-_0V6iwxpY,Greenwich Village,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJiWmIvJFZwokRVdr0ZDWdHu4,Greenwich Village,Loungey,Chill/Lo-fi;Rock/Indie
ChIJuTP43ZFZwokRSLMvaa4P9rI,Greenwich Village,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJOa01mZFZwokRWGEE-s5NAFk,Greenwich Village,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJ53TP75FZwokRSlw1VwT_zHM,Greenwich Village,Loungey;Live Music,Rock/Indie;Jazz/Blues
ChIJjbSuh5FZwokRBr-0uqQ4RLE,Greenwich Village,Divey;Live Music,Rock/Indie;Jazz/Blues
ChIJN0f2iJFZwokRt53h0ISm3eE,Greenwich Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJFxsMt5FZwokR8vFSMbKIDJk,Greenwich Village,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJ6cUcfA1ZwokReLdCMBARm58,Greenwich Village,Loungey;Upscale,Chill/Lo-fi;Jazz/Blues
ChIJp0SNvpFZwokRhigSTUsZWSg,SoHo,Loungey;Upscale,Latin/Reggaeton;Chill/Lo-fi
ChIJHzLX85FZwokRxM9KZpgq6Qk,Greenwich Village,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJY3QILvlZwokRbb7uBOUi1aI,Greenwich Village,Loungey;Live Music,Rock/Indie;Jazz/Blues
ChIJ8z3tH5JZwokRU1hSLFhRFQA,Greenwich Village,Loungey;Divey,Jazz/Blues;Chill/Lo-fi
ChIJ3fYA6JFZwokREvGpQiCDe-4,Greenwich Village,Live Music;Divey,Rock/Indie;Live Music
ChIJVW-L45FZwokRjQ6Hizt0OdQ,Greenwich Village,Loungey;Upscale,Chill/Lo-fi;Jazz/Blues
ChIJx5nqIHxZwokRQOAjAnzfoMw,Greenwich Village,Loungey;Upscale,Latin/Reggaeton;Jazz/Blues
ChIJK2V_dwBZwokRN_Rg57orrNw,Greenwich Village,Divey,Rock/Indie;Jazz/Blues
ChIJmbJve5pZwokRsEYWvzyfA4Q,Greenwich Village,Divey;Live Music,Rock/Indie;Throwbacks/80s-90s
ChIJo9NADJpZwokRQUwQ8WHDSX8,Greenwich Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJid7S_5pZwokRJZ5BVHt9Jcc,Greenwich Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJS9OS9sNZwokRx5r2iXYAk5E,Greenwich Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJw_v9GF5ZwokRets0yPv99gU,East Village,Loungey,Chill/Lo-fi
ChIJ0QCeh5tZwokRh9J_3uvSPjU,East Village,Loungey,Chill/Lo-fi;Top 40/Pop
ChIJ-3ZSb5xZwokRDb2PQKNwwbU,East Village,Loungey;Divey,Chill/Lo-fi;Jazz/Blues
ChIJN1zwQJxZwokRNFh2jY9GrVM,East Village,Loungey;Divey,Rock/Indie;Throwbacks/80s-90s
ChIJBT-bg5xZwokRKJJbJvvRz-w,East Village,Loungey;Divey,Chill/Lo-fi;Jazz/Blues
ChIJYTk0bpxZwokRHBO9UXg4SVA,East Village,Loungey;Divey,Top 40/Pop;Hip-Hop/Rap
ChIJpVqBe5xZwokRMIOr6FtZg9Y,East Village,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJLXPphJxZwokRNVmngCybEpQ,East Village,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJgYBqap1ZwokR3gJt8gxAwuQ,East Village,Divey,Rock/Indie
ChIJmzMTdpxZwokR0vCZ5oaEqRs,East Village,Loungey;Divey,Jazz/Blues;Chill/Lo-fi
ChIJoxGMiJtZwokRNR1UcM8iIC0,East Village,Loungey;Divey,Top 40/Pop;Throwbacks/80s-90s
ChIJr7nag5tZwokRCcfHWjpZSOo,East Village,Loungey;Live Music,Live Music;Jazz/Blues
ChIJGdCSd5tZwokRfYvMyzO7qtE,East Village,Divey,Live Music;Rock/Indie
ChIJHxWhQZxZwokR-RvDGYYuey4,East Village,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJZyJMS5xZwokR6LR59bMP6s8,East Village,Loungey,Jazz/Blues;Chill/Lo-fi
ChIJ1y_KXZxZwokRgp4Sfa7S7u4,East Village,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJQ-QQDhBZwokRvQy1Z_4w6YU,East Village,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJEwS6BwBZwokRpIvWtYxxZ7o,East Village,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJf0AsgTxZwokRiE7wZTUENp0,East Village,Loungey;Divey,Top 40/Pop;Rock/Indie
ChIJb5zLRUVZwokR5I8VO8Z6gHA,East Village,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJJ0GGfGdZwokRd1ZGOaWIsBs,East Village,Divey;Loungey,Rock/Indie;Jazz/Blues
ChIJ6atD-WRZwokRULgcZ4TWin8,East Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJ6fCoMABZwokRbyfPfNs_sT0,East Village,Loungey;Live Music,Rock/Indie;Jazz/Blues
ChIJn1VL7J1ZwokRYSF8iqTh8Go,East Village,Loungey;Rooftop/Outdoor,Chill/Lo-fi;Jazz/Blues
ChIJBxc8r51ZwokRWBJUEbG_SoE,East Village,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJURDXkJ1ZwokRr9yfSWePT4Q,East Village,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJ__DxT5xZwokRuMRCGAmQ9-E,East Village,Loungey;Divey,Rock/Indie;Chill/Lo-fi
ChIJZyhu1alZwokRDu4FC-wriY4,East Village,Divey;Live Music,Rock/Indie;Throwbacks/80s-90s
ChIJr0tOXW1ZwokR5idcJm6WIuQ,East Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJG71Ns4RZwokR2KaR00U-VXM,East Village,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJSw3zIdNZwokRllr-TlnB-jg,East Village,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJB2KyA51ZwokRyWZr8ZgaeRA,East Village,Loungey;Divey,Rock/Indie;Throwbacks/80s-90s
ChIJpesWaXZZwokRSTk8ph4r6Lw,East Village,Divey;Loungey,Latin/Reggaeton;Top 40/Pop
ChIJVb7deXZZwokRtSWFHE2yAkk,East Village,Divey;Loungey,Hip-Hop/Rap;Top 40/Pop
ChIJi_kJd3ZZwokRM_zyMUig-pE,East Village,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJi-EGMXZZwokRaAU8wxkd95k,East Village,Divey;Live Music,Rock/Indie;Throwbacks/80s-90s
ChIJjcdLdHZZwokRAUBQoPz63oY,East Village,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJAyrr13VZwokR-kv98hhYIyM,East Village,Divey;Loungey,Throwbacks/80s-90s;Top 40/Pop
ChIJ_xErSXZZwokRwbc-783K-RQ,East Village,Divey;Live Music,Rock/Indie;Jazz/Blues
ChIJ7bngQXZZwokRQtaUAwUwyJA,East Village,Loungey;Upscale,Chill/Lo-fi;Jazz/Blues
ChIJ-cameHZZwokROWSNQVyFc04,East Village,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJU7-V0m9ZwokR2kQzhmToXiM,East Village,Divey;Live Music,Rock/Indie;Throwbacks/80s-90s
ChIJfdFXdnZZwokRw8KBMsqlO5U,East Village,Divey;Live Music,Rock/Indie;Throwbacks/80s-90s
ChIJxUgwtKhZwokRNb3gWsRneSw,East Village,Divey;Live Music,Rock/Indie;Jazz/Blues
ChIJYesCcHZZwokR6C_4XN1yiOY,East Village,Loungey;Divey,Hip-Hop/Rap;Top 40/Pop
ChIJfU5OTGBZwokRfPeFW6B2dyk,East Village,Loungey;Divey,Rock/Indie;Chill/Lo-fi
ChIJOZG9QXZZwokRR2wgat94HWE,East Village,Loungey;Upscale,Chill/Lo-fi;Jazz/Blues
ChIJqTZuJztZwokREqOEPG7VOSM,East Village,Divey;Live Music,Rock/Indie;Throwbacks/80s-90s
ChIJD7hZXdpZwokRKvpxeBGGqlQ,East Village,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJNxOdD9RZwokRZwEm_yk5dII,East Village,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJ2QYFhp1ZwokRPYldgpfEE0I,East Village,Loungey,Chill/Lo-fi
ChIJR4DCmHZZwokRabhwmFJnhnE,East Village,Divey;Live Music,Rock/Indie;Throwbacks/80s-90s
ChIJjZDVonZZwokRoZPvylQfyFY,East Village,Divey;Live Music,Jazz/Blues;Rock/Indie
ChIJw-GPvHZZwokRa99m2ncuhhY,East Village,Loungey;Divey,Rock/Indie;Chill/Lo-fi
ChIJ9Yjyxk5ZwokRhq1BaK2T0eA,East Village,Loungey;Divey,Jazz/Blues;Chill/Lo-fi
ChIJFezZeHVZwokRd82QnTPGVzI,East Village,Loungey;Divey,Chill/Lo-fi;Top 40/Pop
ChIJ27TO2EFZwokRGJFK-WBW1o4,Greenpoint,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJ0bQDeKdZwokRnxiudZnxl_g,Greenpoint,Divey,Rock/Indie;Chill/Lo-fi
ChIJeUVN0a1ZwokRmL33czrgxWM,Greenpoint,Loungey;Divey,Latin/Reggaeton;Chill/Lo-fi
ChIJoyF2_ptZwokRIntuh05ecAE,Greenpoint,Loungey;Divey,Latin/Reggaeton;Chill/Lo-fi
ChIJ_6siTItZwokRtcmHQLOdfbw,Greenpoint,Divey;Live Music,Rock/Indie;Live Music
ChIJt5IlX0BZwokR9waXJTw1XhU,Greenpoint,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJffbgT0BZwokR0p6VfTvN-9Q,Greenpoint,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJQVgaRkBZwokRXAw3-NTM6hw,Greenpoint,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJcTP9sUFZwokRDMgFnqWAqgI,Greenpoint,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJE6U0R0BZwokRqbil1N5FfAM,Greenpoint,Loungey;Rooftop/Outdoor,Rock/Indie;Chill/Lo-fi
ChIJr37_S0BZwokRCJviD26-t0I,Greenpoint,Divey;Rooftop/Outdoor,Rock/Indie;Chill/Lo-fi
ChIJZX0F3XhZwokRNRCeZvYaR_E,Greenpoint,Loungey;Divey,Rock/Indie;Chill/Lo-fi
ChIJ01RS_U1ZwokRYmG4U1zKxgs,Greenpoint,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJH_-tMGlZwokRqIqHR22D-zU,Greenpoint,Loungey;Upscale,Chill/Lo-fi;Jazz/Blues
ChIJnZNu489ZwokR-CDq4uPqd4w,Greenpoint,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJzSqlSxpZwokRnXgKKOO_yWE,Greenpoint,Loungey;Rooftop/Outdoor,Jazz/Blues;Chill/Lo-fi
ChIJ1zCN0kBZwokRCHKhkfXbC0Q,Greenpoint,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJ-xrwVrFZwokR4dieOnhVBoE,Greenpoint,Divey,Rock/Indie;Chill/Lo-fi
ChIJzXpTjOtZwokRFqhlFCV9Fiw,Greenpoint,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJHRyf_LxZwokRyRAn0OrJP0w,Greenpoint,Divey;Loungey,Rock/Indie;Jazz/Blues
ChIJ6zin_fFewokR294f89OYH_U,Ridgewood,Divey,Rock/Indie
ChIJ9-OA7_FewokRoizaqCdAnVg,Ridgewood,Divey,Rock/Indie
ChIJhzLdR_FewokR11J0g8sn37Q,Ridgewood,Divey,Rock/Indie
ChIJ05LiYfZewokRIRuLbmFmXU4,Ridgewood,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJFSsCuxxfwokRItd-J-m8ro8,Ridgewood,Divey,Rock/Indie;Chill/Lo-fi
ChIJtSjFCfNZwokRMW-KSzp4o4c,SoHo,Divey;Live Music,Rock/Indie;Jazz/Blues
ChIJ6efXG_NZwokRdO6xi_Rqoak,SoHo,Loungey;Divey,Rock/Indie;Throwbacks/80s-90s
ChIJtzf7CfNZwokRCPucXBbGKcc,SoHo,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJa-4UA_NZwokREtU5qBdnMKg,SoHo,Rooftop/Outdoor;Loungey;Upscale,Top 40/Pop;House/EDM;Latin/Reggaeton
ChIJUSRJA_NZwokRmv6F7Po9LdU,SoHo,Rooftop/Outdoor;Upscale,Top 40/Pop;House/EDM
ChIJk5-OcDFZwokRZWYJLC9dH38,SoHo,Loungey;Upscale,Chill/Lo-fi;Jazz/Blues
ChIJvUN9GfNZwokRbH8BtrAYbZ4,SoHo,Loungey;Upscale,Disco/Funk;Top 40/Pop
ChIJpbS_EfNZwokRxdeX-qWkOl0,SoHo,Loungey;Rooftop/Outdoor,Chill/Lo-fi;Top 40/Pop
ChIJa8NEw_JZwokRkUBcmHh8xOg,SoHo,Loungey;Upscale,Top 40/Pop;Chill/Lo-fi
ChIJNfKP5xdawokRh-ZNvs9TklE,SoHo,Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJ52zVPfNZwokRmHrrJBCTr6Q,SoHo,Loungey;Upscale,Top 40/Pop;House/EDM
ChIJpR-yaQFZwokR-y6QaujKpwI,SoHo,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJ92PmexdZwokRMXufmnMko7s,West Village,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
