name,website_link,reservation_link
b'artusi,http://www.bartusinyc.com/,https://resy.com/cities/ny/bartusi
Smalls Jazz Club,http://www.smallslive.com/,http://www.smallslive.com/
Village Vanguard,http://www.villagevanguard.com/,Not found
Wilfie & Nell,http://www.wilfieandnell.com/,Not found
Morandi,http://www.morandiny.com/,https://resy.com/cities/ny/morandi
Bobo,http://www.bobonyc.com/,https://resy.com/cities/ny/bobo-nyc
The Duplex,Not found,Not found
Sant Ambroeus West Village,https://www.santambroeus.com/pages/location-west-village,https://www.santambroeus.com/pages/reservations
Kettle of Fish,http://kettleoffishnyc.com/,Not found
Jeffrey's Grocery,,https://resy.com/cities/ny/jeffreys-grocery
Galway Hooker Bar,http://www.galwayhookerbar.com/,Not found
The Monster,Not found,Not found
Fairfax,Not found,https://resy.com/cities/ny/fairfax
Mezzrow,https://www.smallslive.com/,https://www.mezzrow.com/
The Stonewall Inn,http://www.thestonewallinnnyc.com/,Not found
Vin Sur Vingt Wine Bar - West Village,https://vsvwinebars.com/,Not found
St Lopez Wine Bar,https://sttropezwinebar.com/,https://www.opentable.com/restaurant/profile/995707?ref=1068
St Jardim,http://www.stjardimnyc.com/,https://resy.com/cities/ny/st-jardim
While We Were Young Kitchen & Cocktails,http://www.whilewewereyoungnyc.com/,https://resy.com/cities/ny/while-we-were-young
Due West,Not found,Not found
Sushiro the Handroll bar,https://sushironyc.com/,https://www.opentable.com/restaurant/profile/1357648?ref=1068
Julius',http://juliusbarny.com/,Not found
Cellar Dog,http://cellar.dog/,Not found
Do Not Feed Alligators,http://dnfa.nyc/,Not found
Gottino Enoteca e Salumeria,,Not found
Pieces,https://www.piecesbar.com/,Not found
Fiddlesticks Pub,http://www.fiddlesticksnyc.net/,https://fiddlesticksnyc.net/
"Wogies Bar & Grill , West Village",http://www.wogies.com/,Not found
Greenwich Treehouse,http://www.greenwichtreehouse.com/,Not found
The Happiest Hour,http://happiesthournyc.com/,https://www.happiesthournyc.com/reservations/
Travelers Poets & Friends,https://www.travelerspoetsandfriends.com/,https://resy.com/cities/ny/travelers-poets-and-friends
Serafina To Go,Not found,Not found
Serpentine,https://www.serpentinenyc.com/,https://resy.com/cities/ny/serpentine
Father’s Study,http://instagram.com/fathers_study,https://resy.com/cities/ny/fathers-study
Bar Spot,Not found,Not found
SHMONÉ,Not found,Not found
Quad Bar,https://quadcinema.com/quad-bar/,Not found
Bar 13,http://www.bar13nyc.com/,Not found
Corkbuzz,Not found,Not found
Union Square Hospitality Group,Not found,Not found
Jelas,https://jelasnyc.com/,Not found
Singlish,Not found,https://resy.com/cities/ny/singlish
Le Louis,http://lelouisnewyork.com/,Not found
Strip House Speakeasy,https://www.striphouse.com/location/striphouse-speakeasy/,https://www.striphouse.com/location/striphouse-speakeasy/
Serafina Vino e Cucina 110,Not found,https://www.opentable.com/restaurant/profile/1324450?ref=1068
Everything's Jake NYC Bar & Lounge,http://www.everythingsjake.com/,https://www.opentable.com/restaurant/profile/1284766?ref=1068
The Stand NYC,https://thestandnyc.com/,https://www.opentable.com/restaurant/profile/86878?ref=1068
The High Note,https://www.thehighnoteny.com/,Not found
Pierre Loti Wine Bar,http://pierrelotiwinebar.com/,https://www.opentable.com/restaurant/profile/62233?ref=1068
Shades of Green Pub & Restaurant,http://www.shadesofgreenpubnyc.com/,Not found
Dear Irving Gramercy,http://www.dearirving.com/,https://resy.com/cities/ny/dear-irving-gramercy
Hidden Lane Bar,http://www.hiddenlanebar.com/,https://venuebook.com/venue/4755/hidden-lane/
Martiny’s,http://www.martinys.com/,https://resy.com/cities/ny/martinys
L’Americana,https://www.lamericana-nyc.com/,https://resy.com/cities/ny/lamericana
Follia,http://follianyc.com/,https://resy.com/cities/ny/la-follia
Triona's On Third,http://trionasnyc.com/,Not found
Chito Gvrito,http://chito-gvritonyc.com/,https://resy.com/cities/ny/chito-gvrito
Manhattan Indian Flavor,http://manhattanindianflavor.com/,https://getseat.net/?channel=google#/public/online/reservation/7559G247
Cruise Chimps,Not found,Not found
Bouquet,Not found,Not found
Leroy’s,Not found,Not found
Troost,Not found,Not found
Enerugi Ramen,https://www.enerugiramen.com/,Not found
Le Fanfare,http://www.lefanfare.com/freedeliverypickup,https://resy.com/cities/ny/le-fanfare
Getaway,Not found,Not found
Casanova,Not found,Not found
Bantry Bay Publick House,http://www.bantrybaynyc.com/,Not found
Rockbar NYC,http://www.rockbarnyc.com/,Not found
Buvette Gastrotheque,http://www.ilovebuvette.com/,Not found
Henrietta Hudson,http://henriettahudson.com/,Not found
Ty's Bar NYC,http://tys.nyc/,Not found
Barrow's Pub,,Not found
The Warren,http://thewarrennyc.com/,https://www.opentable.com/restaurant/profile/812347?ref=1068
The Beer Garage,Not found,Not found
The Commerce Inn,https://www.thecommerceinn.com/,http://www.thecommerceinn.com/
Talea Beer Co. West Village,https://www.taleabeer.com/,Not found
"One if by Land, Two if by Sea",http://www.oneifbyland.com/,https://www.opentable.com/restaurant/profile/336?ref=1068
The Taco Shop,https://www.thetacoshopnyc.com/,Not found
Palma,https://www.palmanyc.com/,https://www.opentable.com/restaurant/profile/30196?ref=1068
Blind Tiger,Not found,Not found
Barrow Street Ale House,https://barrowstreetalehouse.com/,Not found
Boho Karaoke - West 4th,http://bohokaraokew4.com/,https://www.bohokaraokew4.com/reservations
Marie's Crisis Café,http://www.mariescrisiscafe.com/,Not found
Donna,https://donnanyc.com/,https://resy.com/cities/ny/donna-ny
Tio Pepe,http://www.tiopepenyc.com/,https://www.opentable.com/restaurant/profile/86482?ref=1068
Burrito Loco,http://www.burritoloco.com/,Not found
The Four Faced Liar,https://www.thefour-facedliar.com/,Not found
Down the Hatch,Not found,Not found
The Spaniard,Not found,https://www.thespaniardnyc.com/#/form-reservations
Arthur's Tavern,https://arthurstavern.nyc/,https://resy.com/cities/ny/arthurs-tavern
NYC Comedy Club | Cafe Bohemia,https://robbiethefire.com/?utm_source=GBP&utm_medium=local,Not found
Playhouse,http://playhousebar.com/,Not found
The Garret,http://www.thegarretbars.com/,https://www.sevenrooms.com/reservations/garretwestvillage
Bar Pisellino,http://www.barpisellino.com/,Not found
9 Jones Restaurant & Lounge,http://www.9jones.com/,Not found
L'Accolade,http://www.accolade-ny.com/,https://resy.com/cities/ny/laccolade
Grove Street Social,https://www.61grovestreet.com/,Not found
Sip&Guzzle,http://www.sipandguzzlenyc.com/,https://resy.com/cities/ny/guzzle
Angel’s Share,http://www.angelssharenyc.com/,Not found
Luis Gomez Presents SPUNK @ The Monster,http://www.spunknyc.com/,Not found
Kook Burger & Bar,Not found,https://www.opentable.com/restaurant/profile/1352473?ref=1068
Silver Apricot,http://silverapricot.nyc/,https://resy.com/cities/ny/silver-apricot
Soho,Not found,Not found
Blue Note,https://www.bluenotejazz.com/nyc/,https://www.ticketweb.com/venue/blue-note-jazz-club-new-york-ny/23798?REFID=tempsite&pl=bluenoteny
8th Street Winecellar,http://8thstwinecellar.com/,Not found
Amelie Bistro & Wine Bar west village,http://www.ameliewinebar.com/,https://resy.com/cities/ny/amelie-wine-bar
North Square,http://www.northsquareny.com/,https://www.opentable.com/restaurant/profile/1380?ref=1068
La Lanterna di Vittorio,https://lalanterna.nyc/,https://lalanternacaffe.com/reservations.html
Vol de Nuit,https://voldenuitbarnyc.com/,Not found
Bar Next Door at La Lanterna di Vittorio,https://lalanterna.nyc/live-jazz,Not found
Analogue,http://analoguenyc.com/,https://resy.com/cities/ny/analogue
Air's Champagne Parlor,,Not found
Pubkey,Not found,Not found
Mace,http://www.macenewyork.com/,http://www.macenewyork.com/contact
Knickerbocker,Not found,Not found
Arté,Not found,Not found
Panineria NYC,http://www.lapanineria.com/,Not found
Margaux,http://marltonhotel.com/,https://resy.com/cities/ny/margaux-nyc
Jet Set Venue,Not found,Not found
IRI CENTER,Not found,Not found
Sorso',http://www.sorsonyc.com/,https://www.opentable.com/restaurant/profile/1276315?ref=1068
Reservoir,http://reservoirny.com/,https://reservoirny.com/reso
Ribalta,https://www.ribaltanyc.com/,https://resy.com/cities/ny/ribalta
Sahalom Molla,Not found,Not found
The Penny Farthing,http://www.thepennyfarthingnyc.com/,https://tmt.spotapps.co/reservations?spot_id=138&callback_url=http%3A%2F%2Fthepennyfarthingnyc.com%2F&_ga=2.131579339.557400820.1618452651-1877237507.1591664810
Ichibantei,http://www.ichibanteiny.com/,https://resy.com/cities/ny/ichibantei
Little Sister Lounge,,Not found
The Ready Rooftop Bar,http://moxyeastvillage.com/the-ready-rooftop-bar/,https://www.opentable.com/restaurant/profile/1168642?ref=1068
Alphabet Bar & Café,http://moxyeastvillage.com/alphabet-bar-cafe/,https://www.opentable.com/restaurant/profile/1237237?ref=1068
Mocha Red Steakhouse + Mixology Bar,https://mochared.com/,Not found
TLK- by Tigerlily Kitchen,http://www.tlk-nyc.com/,https://resy.com/cities/ny/tiger-lily-kitchen
Bowery Road,https://www.boweryroad.com/,https://www.boweryroad.com/reservations/
Library of Distilled Spirits,http://www.libraryofdistilledspirits.com/,Not found
Sugar mouse,Not found,Not found
Nowhere,http://www.nowherebarnyc.com/,Not found
Coyote Ugly New York,https://www.coyoteuglysaloon.com/newyork/,Not found
Beauty Bar,,Not found
The Belfry,http://www.belfrynyc.com/,https://resy.com/cities/ny/1513
The Winslow,Not found,https://thewinslownyc.com/bars-with-private-rooms-nyc/
12th Street Ale House,https://www.12streetalehouse.com/,https://www.12streetalehouse.com/book-an-event
Cacio e Pepe,https://www.cacioepepe.com/,https://www.opentable.com/restaurant/profile/32095?ref=1068
Juke Bar,http://jukebarnyc.com/,http://jukebarnyc.com/events-parties-fundraisers/
"Sincerely, Ophelia",http://www.sincerelyophelianyc.com/,Not found
Little Rebel,http://www.littlerebelnyc.com/,https://resy.com/cities/ny/little-rebel
The Laurels Cafe and Bar,http://thelaurelsnyc.com/,https://www.opentable.com/restaurant/profile/1328290?ref=1068
Jackdaw,http://jackdawnyc.com/,https://resy.com/cities/ny/jackdaw
Bob’s Bar NYC,Not found,Not found
O'hanlon's,https://instagram.com/ohanlonsbarnyc?utm_source=qr&igshid=MzNlNGNkZWQ4Mg==,Not found
Idaho,http://www.idahobarnyc.com/,Not found
Achilles Heel,http://achillesheelnyc.com/,https://resy.com/cities/ny/achilles-heel
The Moonlight Mile,http://themoonlightmilegpt.com/,Not found
Oak & Iron,https://www.facebook.com/Oak-Iron-150166341749649/,Not found
Bar Americano,http://www.baramericanonyc.com/,https://resy.com/cities/ny/bar-americano
Elder Greene,http://www.eldergreene.com/,Not found
The Brew Inn,,Not found
Sama Street,http://www.samastreet.com/,https://www.samastreet.com/contact-us
Citroën,http://citroengreenpoint.com/,https://resy.com/cities/ny/citroen
Little Branch,Not found,Not found
LELABAR,http://www.lelabar.com/,https://resy.com/cities/ny/lelabar
Houston Hall,https://www.houstonhallny.com/,https://resy.com/cities/ny/houston-hall
The Brooklyneer,http://www.brooklyneer.com/,Not found
Spunto NYC Thin Crust Pizza,https://www.nycthincrust.com/location/spunto-thin-crust/,https://resy.com/cities/ny/spunto
The Clam,https://www.theclamnyc.com/,https://www.opentable.com/restaurant/profile/109822?ref=1068
Sounds Of Brazil,http://www.sobs.com/,Not found
Music Bar at EN (Vinyl Record Bar ),Not found,Not found
Judy Z’s Sports Tavern & Kitchen,https://www.judyznyc.com/,https://www.judyznyc.com/reservations/
Bar Nena,https://www.barnena.com/,https://resy.com/cities/ny/bar-nena
Sveta,http://sveta-nyc.com/,https://www.opentable.com/restaurant/profile/1052545?ref=1068
Aria Wine Bar,https://ariawinebar.com/,https://www.opentable.com/restaurant/profile/986008?ref=1068
Market Table,https://www.markettablenyc.com/,https://www.opentable.com/restaurant/profile/15751?ref=1068
Off the Wagon,https://www.offthewagonnyc.com/,Not found
Villa Mosconi Restaurant,https://www.villamosconi.com/,https://villamosconi.com/reservations
Dante NYC,http://www.dante-nyc.com/,https://resy.com/cities/ny/dante
The Grisly Pear Greenwich Village,https://www.thegrislypear.com/,Not found
Greenwich Village Comedy Club,https://greenwichvillagecomedyclub.com/,Not found
Delice & Sarrasin,http://delicesarrasin.com/,https://delicesarrasin.com/reservation
The Village Tavern,http://www.thevillagetavernnyc.com/,Not found
Carmine Street Beers,https://linktr.ee/CarmineStreetBeers,Not found
Hello Saigon,https://hellosaigon-nyc.com/,http://orderhellosaigon.com/
Minetta Tavern,http://www.minettatavernny.com/,https://resy.com/cities/ny/minetta-tavern
Demo,http://demowestvillage.com/,https://www.opentable.com/restaurant/profile/1344496?ref=1068
Temperance,http://temperancenyc.com/,https://resy.com/cities/ny/temperance_wine_bar
Ama Raw Bar West Village,https://www.amarawbar.com/ama-raw-bar-west-village/,https://resy.com/cities/ny/ama-rawbar-west-village
4 Way Deli,,Not found
Bandits Diner + Dive,https://www.banditsnyc.com/,Not found
Dame,Not found,Not found
Parcelle Greenwich Village,https://parcellewine.com/,https://resy.com/cities/ny/parcelle-greenwich-village
LPR,Not found,Not found
Cafe Wha?,Not found,Not found
Negril Village,http://negrilnyc.com/,https://resy.com/cities/ny/negril-village
Amity Hall Downtown,https://downtown.amityhallnyc.com/,https://downtown.amityhallnyc.com/
The Red Lion,Not found,https://resy.com/cities/ny/red-lion
Cuba,Not found,Not found
Wicked Willy's,https://wickedwillys.com/,https://tmt.spotapps.co/reservations?spot_id=12330&callback_url=http%3A%2F%2Fwickedwillys.com%2F-food-menu&_ga=2.268751537.1516645606.1681508412-692061827.1667838622
The Half Pint / Ernie's Bar,https://thehalfpint.com/,https://resy.com/cities/ny/the-half-pint-ernies
Il Mulino - Downtown (West 3rd),http://www.ilmulino.com/downtown/,https://resy.com/cities/ny/il-mulino-ny
The Malt House Greenwich Village,http://themalthousenyc.com/,https://resy.com/cities/ny/the-malt-house-greenwich-village
Peculier Pub,http://www.peculierpub.com/,http://peculierpub.com/#/contact
124 Old Rabbit Club,http://www.oldrabbit.club/,Not found
Terra Blues,http://www.terrablues.com/,Not found
SHADE BAR Crepes,,Not found
Olive Tree Cafe,http://www.comedycellar.com/,https://www.opentable.com/restaurant/profile/443512?ref=1068
Groove,http://www.clubgroovenyc.com/,Not found
Zinc Bar,https://www.zincbar.com/,Not found
3 Sheets,Not found,Not found
The Uncommons,http://uncommonsnyc.com/,Not found
GMT Tavern,http://www.gmtnyc.com/,Not found
Triona's on Sullivan,https://west.trionasnyc.com/,Not found
Carroll Place,https://www.carrollplacenyc.com/,https://www.opentable.com/restaurant/profile/144712?ref=1068
MacDougal Street Ale House,http://macdougalstreetalehouse.com/,https://www.macdougalstreetalehouse.com/book-an-event
The Up & Up,Not found,http://www.upandupnyc.com/
3 Giovani,https://3giovani.com/,https://www.3giovani.com/reservations
Tartinery Café - Bar | Greenwich Village,https://www.tartinery.com/,https://resy.com/cities/ny/tartinery-greenwichvillage
Rum Bar,Not found,Not found
Ways and Means,https://waysandmeansnyc.com/,http://comedyshopnyc.com/events
Bosco On Bleecker,https://www.bosconyc.com/,https://resy.com/cities/ny/bosco
Chow House 德悦轩,https://www.chowhousenyc.com/,Not found
The Bitter End,http://www.bitterend.com/,Not found
Madam Ji Indian Restaurant & Cocktail Bar,https://www.madamjinyc.com/,https://resy.com/cities/ny/madam-ji
Calle Dao Downtown,https://www.calledao.com/location/downtown-calle-dao/,https://www.calledao.com/reservations/
POLKA DOT SMOKE SHOP,Not found,Not found
Josie Woods Pub,http://www.josiewoodsnyc.com/,Not found
Kimball Hall,Not found,Not found
The Library at the Public,https://www.thelibraryatthepublic.com/,https://www.sevenrooms.com/reservations/thelibraryatthepublic/gmb
Jean's,https://jeans.nyc/,https://www.sevenrooms.com/landing/jeans
Bluestone Lane Astor Place Coffee Shop,https://bluestonelane.com/coffee-shops/51-astor-place-new-york/?y_source=1_ODc5MjkwMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,Not found
Spot Dessert Bar,http://www.spotdessertbar.com/,Not found
Sake Bar Decibel,http://www.sakebardecibel.com/,https://resy.com/cities/ny/sake-bar-decibel
Kingston Hall,http://www.kingstonhall.com/,Not found
Burp Castle,http://burpcastlenyc.wordpress.com/,Not found
Solas,http://solasbar.com/,Not found
Bull McCabes,https://www.bullmccabes.com/,Not found
Standings,,Not found
Proletariat,Not found,Not found
212 Hisae's,,Not found
SING SING St.Marks Karaoke,http://www.karaokesingsing.com/,Not found
St. Marks Comedy Club,https://www.stmarkscomedyclub.com/,Not found
McSorley’s Old Ale House,http://mcsorleysoldalehouse.nyc/,Not found
The Copper Still East Village,http://www.thecopperstillnyc.com/,https://resy.com/cities/ny/the-copper-still-east-village
Hi-Collar,http://www.hi-collar.com/,https://resy.com/cities/ny/hi-collar
Sly Fox,,Not found
Aroll Bar & Grill,,Not found
Sigma Bar,Not found,Not found
Downtown Social,https://www.downtownsocialnyc.com/,Not found
The Long Pour,http://www.thelongpour.com/,Not found
Bar Aptowitz,Not found,Not found
SAINT RESTAURANT BAR & SPEAKEASY,http://www.saintny.com/,https://www.saintny.com/reservations-1
The Rhymers’ Club,https://www.therhymersclub.com/,Not found
Sahara East,http://instagram.com/saharaeastnyc,Not found
The Immigrant,http://www.theimmigrantnyc.com/,Not found
Ferns,http://www.fernsnyc.com/,http://www.fernsnyc.com/visit
MUD SPOT aka MUD,http://www.mudnyc.com/,Not found
Hard to Explain,http://hardtoexplain.co/,Not found
Vin Sur Vingt Wine Bar - East Village,https://vsvwinebars.com/,Not found
Stickett Inn,Not found,Not found
Marylou,https://www.marylou.nyc/,https://resy.com/cities/ny/chez-marylou
Holiday Cocktail Lounge,https://www.holidaycocktaillounge.bar/,https://www.holidaycocktaillounge.bar/contact/
El Camion Cantina,http://elcamioncantina.com/,Not found
Fat Buddha,http://fatbuddhabar.com/,Not found
Drop Off Service,,Not found
HiFi,Not found,Not found
Phoenix Bar,http://phoenixbarnyc.com/,Not found
Planet Rose,http://www.planetrosenyc.com/,Not found
11th St. Bar,http://11thstbar.com/,Not found
Au Za'atar,http://www.auzaatar.com/,https://resy.com/cities/ny/au-zaatar
The HorseBox,,Not found
The Last Resort,http://thelastresortnyc.com/,Not found
The Spotted Owl Tavern,http://www.thespottedowltavern.com/,Not found
Bar TBD,Not found,Not found
The Garret East @ Borrachito,Not found,Not found
dhom,https://www.dhomnyc.com/,Not found
Gomi Korean Wine Bar,http://gomikoreanwinebar.com/,Not found
Motel No Tell,https://www.motelnotellnyc.com/,https://www.opentable.com/restaurant/profile/1329166?ref=1068
Hidden Tiger,http://hiddentigernyc.com/,https://resy.com/cities/ny/the-hidden-tiger
Spikes,Not found,Not found
Kavasutra Kava Bar - 10th St,http://www.kavasutra.com/,Not found
Otto's Shrunken Head,http://www.ottosshrunkenhead.com/,Not found
Mona's,https://www.facebook.com/Monas-Bar-NYC-118839478171924/,Not found
ReVision Lounge and Gallery,http://www.revisionlounge.com/,Not found
11 Tigers,https://www.11tigersnyc.com/,https://www.opentable.com/restaurant/profile/1258630?ref=1068
Ama Raw Bar East Village,https://www.amarawbar.com/,https://resy.com/cities/ny/ama-raw-bar
West Wine Bar,,http://www.westwinebar.com/
Banks Tavern,https://www.bankstavern.com/,Not found
El Pingüino,Not found,Not found
Ilegal Mezcal,Not found,Not found
Bury the Hatchet Axe Throwing Brooklyn,https://burythehatchet.com/,Not found
Black Rabbit,https://www.blackrabbitbar.com/,Not found
Pencil Factory,https://www.pencilfactorybar.com/,Not found
Brouwerij Lane,https://www.brouwerijlanenyc.com/,Not found
Brooklyn Safehouse,http://www.brooklynsafehouse.com/,Not found
Threes Brewing Greenpoint Bar & Beer Shop,https://shop.threesbrewing.com/pages/greenpoint,Not found
Broken Land,http://www.brokenlandbar.com/,Not found
Lili and Cata,https://www.liliandcata.com/,Not found
Little Rascal Bar,https://www.littlerascalrestaurant.com/,https://resy.com/cities/ny/little-rascal-greenpoint
Sereneco,http://sereneconyc.com/,https://resy.com/cities/ny/sereneco
Nighthorse Bar,https://www.nighthorsebk.com/,Not found
Madeline's,Not found,Not found
Sunshine Laundromat,http://sunshinelaundromat.com/,Not found
Temkin's,http://www.temkins.nyc/,Not found
barrio polaco,Not found,Not found
The Noble Brooklyn,https://www.thenoblebk.com/,https://resy.com/cities/ny/the-noble
O'Neill's Maspeth,https://oneillsmaspethny.com/,http://www.oneillsmaspethny.com/
GlenPatrick's Pub Queens Bills Backers,,Not found
Gibbons Home,,Not found
Connolly's Corner,http://www.connollyscorner.com/,Not found
Cozy corner bar,,Not found
Ear Inn,Not found,Not found
Sway,,Not found
Kana Soho Bar & Restaurant,http://kanasohobar.com/,https://www.opentable.com/restaurant/profile/83113?ref=1068
Azul on the Rooftop,https://www.azulrooftop.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing,Not found
Bar Hugo,https://www.barhugorooftop.com/?utm_source=google&utm_medium=organic&utm_campaign=business-listing,https://www.barhugorooftop.com/#form-event
Felix Roasting Co.,Not found,https://www.opentable.com/restaurant/profile/1317145?ref=1068
Paul’s Casablanca,https://www.paulscasablanca.com/,Not found
Lazy Point,http://lazypointnyc.com/,http://lazypointnyc.com/
Westville Hudson,https://westvillenyc.com/locations/westville-hudson/,https://westvillenyc.com/locations/westville-hudson/
San Marino Soho Italian restaurant.,http://www.sanmarinosoho.com/,http://www.sanmarinosoho.com/#reservations
Adoro Lei,http://adorolei.com/,https://resy.com/cities/ny/adoro-lei
Bar Mutsumi,https://www.mutsumi.nyc/,Not found
In Sheep's Clothing NYC,https://insheepsclothinghifi.com/,Not found
Bar Strega,https://www.barstreganyc.com/,Not found
KABIN,Not found,Not found
Mezzanine,Not found,https://resy.com/cities/ny/mezzanine-ny
The Dutch,Not found,Not found
Milady's,Not found,Not found
CICCIO Bar & Alimentari,http://www.ciccionyc.com/,http://ciccionyc.com/
Emmett's,http://emmettsnyc.com/,https://resy.com/cities/ny/emmetts
Local,Not found,Not found
Bar Moga,http://www.barmoga.com/,https://resy.com/cities/ny/bar-moga
142 Sullivan Bar,http://142sullivan.com/,Not found
Sweet Rehab,https://www.sweetrehabnyc.com/,Not found
Three of Cups Restaurant,http://threeofcupssoho.com/,https://www.opentable.com/restaurant/profile/1203937?ref=1068
Soho Room NY,http://sohoroomny.com/,https://www.sohoroomny.com/book-an-event
Old Fashion Café,https://www.oldfashioncafenyc.com/,https://resy.com/cities/ny/old-fashion-cafe-soho
Madame X,http://www.madamex.com/,https://madamex.com/contact_form/
Blue Haven,Not found,Not found
The Folly,http://www.follynyc.com/,Not found
Banter NYC,Not found,Not found
ACME,http://acmenyc.com/,Not found
Bleecker Street Bar,https://bleeckerstreetbarnyc.com/,https://resy.com/cities/ny/bleecker-street-bar
Lusty Smoke Shop,Not found,Not found
Temple Bar,https://www.templebar.co/,https://resy.com/cities/ny/temple-bar
KYU NYC,https://www.kyurestaurants.com/location/kyu-nyc/,https://resy.com/cities/ny/kyu
Great Jones Distilling Co,http://www.greatjonesdistillingco.com/?utm_source=gmb&utm_medium=gmb&utm_campaign=gmb,https://greatjonesdistillingco.com/restaurant/#opentableOpen
The Bowery Hotel,#,Not found
Il Buco Alimentari & Vineria,http://www.ilbuco.com/pages/alimentari,https://resy.com/cities/ny/il-buco-alimentari
Swift Hibernian Lounge,http://www.swiftnycbar.com/,Not found
The Bowery Electric,Not found,https://theboweryelectric.com/parties-rentals
Phebe's,http://www.phebesnyc.com/,https://resy.com/cities/ny/phebes-tavern-and-grill
Von,http://www.vonbar.com/,Not found
The Wren,http://www.thewrennyc.com/,https://resy.com/cities/ny/the-wren
The Scratcher,https://the-scratcher.business.site/?m=true,Not found
Misirizzi,http://www.misirizzi.nyc/,https://resy.com/cities/ny/misirizzi
Café Standard,https://www.standardhotels.com/new-york/features/cafe-standard,Not found
Jac's on Bond,https://www.jacsonbond.com/,https://resy.com/cities/ny/jacs-on-bond
Short Stories,http://shortstories.nyc/,https://resy.com/cities/ny/short-stories
"The Garden at The Standard, East Village",https://www.standardhotels.com/new-york/features/The-Garden-East-Village-Restaurant,https://resy.com/cities/new-york-ny/venues/the-standard-east-village
NO BAR,https://www.standardhotels.com/new-york/features/NOBAR,Not found
Mayamezcal,http://mayamezcal.com/,http://www.mayahuelnyc.com/
The Cock,http://thecockbar.com/,Not found
Via Della Pace,http://www.viadellapacenyc.com/,https://resy.com/cities/ny/via-della-pace
KGB Bar,http://www.kgbbar.com/,Not found
Nai,Not found,Not found
MONO+MONO,http://www.monomonony.com/,https://resy.com/cities/ny/mono-and-mono
Whiskey Town,Not found,Not found
Fish Bar,,Not found
Beetle House,http://www.beetlehousenyc.com/,Not found
The Gray Mare,https://www.thegraymarenyc.com/,https://resy.com/cities/ny/the-gray-mare
The Black Ant,http://theblackantnyc.com/,https://www.theblackantnyc.com/reservations
Benemon,http://www.benemon.nyc/,https://resy.com/cities/ny/benemon
Paradise Lost,http://paradiselost.nyc/,https://resy.com/cities/ny/paradise-lost
Bread and Stone,https://www.breadandstone.com/,Not found
Sauced,Not found,Not found
Please Don't Tell,http://www.pdtnyc.com/,Not found
Cafe Mogador,http://cafemogador.com/,https://resy.com/cities/ny/cafe-mogador-east-village
La Palapa,Not found,Not found
Bua,http://www.buabar.com/,Not found
Kazuza,,Not found
Ten Degrees,https://www.tendegreesbar.com/,Not found
Blue & Gold Tavern,,Not found
Giano,https://www.gianonyc.com/,https://www.opentable.com/restaurant/profile/37102?ref=1068
International Bar,http://www.internationalbarnyc.com/,Not found
The Grafton,http://www.thegraftonnyc.com/,Not found
St. Dymphna's,https://www.stdymphnas.com/,Not found
Amor Y Amargo,https://www.amoryamargo.com/,http://www.amoryamargo.com/
Goodnight Sonny,http://goodnightsonnynyc.com/,Not found
Ladybird,http://www.ladybirdny.com/,https://resy.com/cities/ny/ladybird
Ruffian,Not found,https://resy.com/cities/ny/ruffian
Tile Bar,Not found,Not found
Big Bar,,Not found
Death & Co East Village,http://www.deathandcompany.com/,https://www.exploretock.com/deathconyc/?utm_source=search&utm_medium=place-actions&utm_content=reservations&rwg_token=AJKvS9Xc8HOq5bhTYUDKdlyP_OLJxSOj7odAHDWaI2QFc8YsV93CWJzrMbXGSvyy8vX_VyW3bYtnyFz4z3MX4R2tSpnVBrw1tA%3D%3D
Cherry Tavern,http://cherrytavern.com/,Not found
Aura Bar & Kitchen,http://www.aurabarandkitchen.com/,https://resy.com/cities/ny/aura-bar-and-kitchen
Tin Parlour,https://www.tinparlournyc.com/,Not found
The Lions Bar & Grill,https://www.thelionsbar.com/,Not found
Mister Paradise,Not found,Not found
The Headless Widow,https://www.theheadlesswidow.com/,Not found
Whiskey Cellar NYC,https://www.whiskeycellarnyc.com/,https://resy.com/cities/ny/b-lounge-nyc
B Lounge NYC,http://www.bloungenyc.com/,Not found
345 Cantina,,Not found
Schmuck,,Not found
Area 140 First Bar,http://www.area140first.com/,Not found
Craft + Carry Saint Marks,https://www.craftandcarry.beer/st-marks,Not found
Romeos,https://romeosnyc.com/,Not found
Jones Street Wine Bar,http://jonesstreetwinebar.com/,Not found
local descolado,Not found,Not found
Augurs Well Bar,http://www.augurswellbar.com/,Not found
Instant Noodle Factory Downtown,https://inoodlefactory.com/,https://www.opentable.com/restaurant/profile/1376461?ref=1068
The Cannaliv Experience,Not found,Not found
Overthrow Hospitality,http://www.overthrowhospitality.com/,Not found
Baker Falls,https://bakerfalls.com/,Not found
Avant Garden,http://www.avantgardennyc.com/,Not found
Blind Barber,http://www.blindbarber.com/,Not found
Gnocco,http://www.gnocco.com/,http://www.gnocco.com/reservations/
Niagara,http://niagaranyc.com/,https://niagaranyc.com/bookings
Dream Baby Bar and Cocktail Parlour,http://dreambabybar.com/,Not found
Doc Holliday's,http://www.instagram.com/dochollidaysnyc,Not found
